set_num,name,year,theme_id,num_parts
5004797-1,The Joker Minifigure Key Light,2014,503,0
5004799-1,LEGO® Architecture: The Visual Guide,2014,497,0
66471-1,Hero Factory Super Pack 2 in 1,2014,400,0
66476-1,City Super Pack 3 in 1,2014,52,0
66478-1,Friends Super Pack 3 in 1,2014,494,0
71004-0,LEGO Minifigures - The LEGO Movie Series [Random Bag],2014,549,0
71005-0,LEGO Minifigures - The Simpsons Series [Random Bag],2014,550,0
71007-0,LEGO Minifigures Series 12 [Random Bag],2014,548,0
850884-1,Castle King Key Chain,2014,503,0
850886-1,Castle Dragon Wizard Key Chain,2014,503,0
850894-1,Emmet Key Chain,2014,503,0
850895-1,Wyldstyle Key Chain,2014,503,0
850896-1,Bad Cop Key Chain,2014,503,0
850899-1,Legends of Chima Playmat,2014,501,0
850909-1,Sir Fangar Key Chain,2014,503,0
850918-1,Ice Cube Tray,2014,501,0
850929-1,City Playmat,2014,501,0
850933-1,City Policeman Key Chain,2014,503,0
850952-1,Classic Firetruck Bag Charm,2014,503,0
850953-1,Police Car Bag Charm,2014,503,0
850972-1,Friendship Book,2014,497,0
850996-1,Darth Vader Key Chain,2014,501,0
850997-1,Princess Leia Key Chain,2014,503,0
850998-1,Boba Fett Key Chain,2014,503,0
850999-1,Stormtrooper Key Chain,2014,503,0
851003-1,The Joker Key Chain,2014,503,0
851005-1,Batgirl Key Chain,2014,503,0
851007-1,Wolverine Magnet,2014,501,0
851015-1,Legends of Chima Scorpion Sword & Shield,2014,501,0
851317-1,Boba Fett Magnet,2014,501,0
851318-1,Sir Fangar Claw & Shield,2014,501,0
851320-1,Minifigure Notebooks,2014,501,0
851325-1,Jungle Playmat,2014,501,0
9781465419842-1,DK Readers L2: Friends Perfect Pets,2014,497,0
9781465420268-1,DK Readers L1: Star Wars A New Hope,2014,497,0
9781465420282-1,DK Readers L2: Star Wars The Empire Strikes Back,2014,497,0
9781465420312-1,DK Readers L3: Star Wars Return of the Jedi,2014,497,0
9781465422996-1,NINJAGO: The Visual Dictionary,2014,497,0
9781465424686-1,Ultimate Sticker Collection: Spooky!,2014,497,0
9781465426390-1,LEGO Minifigures Character Encyclopedia-LEGO Movie edition,2014,497,0
9781465428462-1,DK Ultimate Sticker Collection-DC Super Heroes: Heroes into Battle,2014,497,0
76042-1,The SHIELD Helicarrier,2015,487,2995
42043-1,Mercedes Benz Arocs 3245,2015,1,2793
10247-1,Ferris Wheel,2015,673,2463
10246-1,Detective’s Office,2015,155,2261
71016-1,The Kwik-E-Mart,2015,50,2176
70751-1,Temple of Airjitzu,2015,435,2028
75060-1,Slave I,2015,174,1995
45801-1,Trash Trek  (FLL),2015,398,1992
60097-1,City Square,2015,63,1683
75095-1,UCS TIE Fighter,2015,158,1683
41101-1,Heartlake Grand Hotel ,2015,494,1573
10697-1,XXXL Box,2015,621,1499
42042-1,Crawler Crane,2015,1,1399
75105-1,Millennium Falcon,2015,158,1328
70738-1,Final Flight of Destiny's Bounty,2015,435,1259
42039-1,24 Hours Race Car,2015,12,1219
75106-1,Imperial Assault Carrier,2015,182,1215
70173-1,Ultra Agents Ocean HQ,2015,303,1201
10248-1,Ferrari F40,2015,673,1157
75919-1,Indominus rex™ Breakout,2015,602,1154
10242-2,Mini Cooper,2015,673,1076
70732-1,City of Stiix,2015,435,1067
76035-1,Jokerland,2015,484,1034
75104-1,Kylo Ren's Command Shuttle,2015,158,1004
60098-1,Heavy-Haul Train,2015,66,984
75094-1,Imperial Shuttle Tydirium,2015,158,935
42038-1,Arctic Truck,2015,11,913
60096-1,Deep Sea Operation Base,2015,86,905
10249-1,Winter Toy Shop,2015,227,897
75913-1,F14 T & Scuderia Ferrari Truck,2015,601,889
70227-1,King Crominus' Rescue,2015,571,861
75904-1,Mystery Mansion,2015,603,857
40158-1,Pirates Chess Set,2015,154,855
41078-1,Skyra’s Mysterious Sky Castle,2015,600,813
10698-1,Large Creative Brick Box,2015,621,790
75103-1,First Order Transporter,2015,158,785
60076-1,Demolition Site,2015,56,775
70750-1,Ninja DB X,2015,435,754
70737-1,Titan Mech Battle,2015,435,753
70413-1,The Brick Bounty,2015,154,743
41095-1,Emma's House,2015,494,727
75093-1,Death Star Final Duel,2015,169,722
76032-1,The Avengers Quinjet Chase,2015,487,721
60095-1,Deep Sea Exploration Vessel,2015,86,716
75102-1,Poe's X-Wing Fighter,2015,158,715
4000020-1,LEGO Inside Tour Exclusive 2015 Edition - H.C. Andersen's 'Clumsy Hans',2015,301,714
70224-1,Tiger's Mobile Command,2015,571,710
60069-1,Swamp Police Station,2015,61,706
21024-1,Louvre,2015,252,694
41109-1,Heartlake City Airport,2015,494,691
41106-1,Pop Star Tour Bus,2015,494,680
21303-1,WALL•E [Original Version],2015,576,676
21303-2,WALL•E [Fixed Neck Version],2015,576,675
75096-1,Sith Infiltrator,2015,166,661
70736-1,Attack of the Morro Dragon,2015,435,656
70223-1,Icebite's Claw Driller,2015,571,628
21304-1,Doctor Who,2015,576,623
70226-1,Mammoth's Frozen Stronghold,2015,571,619
70170-1,UltraCopter vs. AntiMatter,2015,303,611
31039-1,Blue Power Jet,2015,672,608
42041-1,Race Truck,2015,12,608
60080-1,Spaceport,2015,93,585
10695-1,Creative Building Box,2015,621,580
21301-1,Birds,2015,576,579
42040-1,Fire Plane,2015,9,578
70734-1,Master Wu Dragon,2015,435,576
21122-1,The Nether Fortress,2015,577,570
75912-1,Porsche 911 GT Finish Line,2015,601,570
75084-1,Wookiee Gunship,2015,182,569
75086-1,Battle Droid Troop Carrier,2015,166,565
4002015-1,Borkum Riffgrund 1,2015,598,558
70735-1,Ronin R.E.X.,2015,435,545
76028-1,Darkseid Invasion,2015,486,543
31038-1,Changing Seasons,2015,672,536
70749-1,Enter the Serpent,2015,435,528
75101-1,First Order Special Forces TIE Fighter,2015,158,521
45210-1,MoreToMath Core Set 1-2,2015,507,520
21121-1,The Desert Outpost,2015,577,519
75918-1,T-Rex Tracker,2015,602,519
41075-1,The Elves’ Treetop Hideaway,2015,600,516
76038-1,Attack on Avengers Tower,2015,487,514
21302-1,The Big Bang Theory,2015,576,498
75083-1,AT-DP,2015,182,498
42037-1,Formula Off-Roader,2015,11,494
10696-1,Medium Creative Brick Box,2015,621,484
70228-1,Vultrix's Sky Scavenger,2015,571,479
41094-1,Heartlake Lighthouse,2015,494,473
70169-1,4x4 Agent Patrol,2015,303,473
70172-1,AntiMatter's Portal Hideout,2015,303,472
60068-1,Crooks' Hideout,2015,61,471
21023-1,Flatiron Building,2015,252,470
31036-1,Toy & Grocery Shop,2015,672,466
4002014-1,LEGO HUB Birds,2015,301,466
60079-1,Training Jet Transporter,2015,93,448
41105-1,Pop Star Show Stage,2015,494,446
75100-1,First Order Snowspeeder,2015,158,443
75092-1,Naboo Starfighter,2015,166,440
75903-1,Haunted Lighthouse,2015,603,436
70225-1,Bladvic's Rumble Bear,2015,571,414
40145-1,LEGO Brand Store Opening Set,2015,408,413
4000018-1,Production Kladno Campus 2015,2015,301,412
76041-1,The Hydra Fortress Smash,2015,487,404
41108-1,Heartlake Food Market,2015,494,391
75920-1,Raptor Escape,2015,602,391
60093-1,Deep Sea Helicopter,2015,86,388
76027-1,Black Manta Deep Sea Strike,2015,486,386
70731-1,Jay Walker One,2015,435,385
76037-1,Rhino and Sandman Supervillain Team-up,2015,493,385
60074-1,Bulldozer,2015,56,383
41063-1,Ariel's Undersea Palace,2015,579,376
42036-1,Street Motorcycle,2015,13,374
75087-1,Anakin's Custom Jedi Starfighter,2015,165,369
42035-1,Mining Truck,2015,7,361
70748-1,Titanium Dragon,2015,435,361
75082-1,TIE Advanced Prototype,2015,182,354
76026-1,Gorilla Grodd Goes Bananas,2015,486,346
75911-1,McLaren Mercedes Pit Stop,2015,601,340
5004590-1,Bat Pod,2015,484,338
41093-1,Heartlake Hair Salon,2015,494,334
60071-1,Hovercraft Arrest,2015,61,330
21120-1,The Snow Hideout,2015,577,327
41074-1,Azari and the Magical Bakery,2015,600,324
75917-1,Raptor Rampage,2015,602,323
41077-1,Aira's Pegasus Sleigh,2015,600,319
41073-1,Naida's Epic Adventure Ship,2015,600,312
75091-1,Flash Speeder,2015,166,312
60075-1,Excavator and Truck,2015,56,311
70168-1,Drillex Diamond Job,2015,303,311
70222-1,Tormak's Shadow Blazer,2015,571,310
70746-1,Condrai Copter Attack,2015,435,310
10693-1,Creative Supplement,2015,621,303
10694-1,Creative Supplement Bright,2015,621,302
60085-1,4x4 with Powerboat,2015,59,301
75902-1,The Mystery Machine,2015,603,300
70730-1,Chain Cycle Ambush,2015,435,299
41104-1,Pop Star Dressing Room,2015,494,297
41062-1,Elsa's Sparkling Ice Castle,2015,579,292
70819-1,Bad Cop Car Chase,2015,578,292
75097-1,Star Wars Advent Calendar,2015,209,291
31035-1,Beach Hut,2015,672,286
31037-1,Adventure Vehicles,2015,672,282
60099-1,City Advent Calendar 2015,2015,208,278
40139-1,Gingerbread House,2015,228,277
21022-1,Lincoln Memorial,2015,252,273
60092-1,Deep Sea Submarine,2015,86,273
71170-1,Starter Pack: PS3,2015,604,267
71171-1,Playstation 4 Starter Pack,2015,604,267
71172-1,Xbox One Starter Pack,2015,604,267
71173-1,Xbox 360 Starter Pack,2015,604,267
71174-1,Wii U Starter Pack,2015,604,267
71200-1,Starter Pack Parts,2015,604,267
75090-1,Ezra's Speeder Bike,2015,182,267
31033-1,Vehicle Transporter,2015,672,264
41107-1,Pop Star Limousine,2015,494,264
76034-1,Batboat Harbor Pursuit,2015,484,263
60070-1,Water Plane Chase,2015,61,262
41097-1,Heartlake Hot Air Balloon,2015,494,254
75090-2,Ezra's Speeder Bike,2015,182,253
42032-1,Compact Tracked Loader,2015,7,252
60067-1,Helicopter Pursuit,2015,61,252
75080-1,AAT,2015,166,251
41072-1,Naida's Spa Secret,2015,600,249
41102-1,Advent Calendar 2015 Friends,2015,216,249
75081-1,T-16 Skyhopper,2015,169,247
76031-1,The Hulk Buster Smash,2015,487,247
75916-1,Dilophosaurus Ambush,2015,602,246
2000446-1,"Building My SG - Reflect, Celebrate, Inspire",2015,517,243
60086-1,City Starter Set,2015,52,240
31034-1,Future Flyer,2015,672,237
70167-1,Invizable Gold Getaway,2015,303,236
40143-1,Bricktober Bakery,2015,157,234
70412-1,Soldiers Fort,2015,154,234
70747-1,Boulder Blaster,2015,435,234
40138-1,Christmas Train,2015,227,233
60073-1,Service Truck,2015,56,232
41100-1,Heartlake Private Jet,2015,494,230
10686-1,Family House,2015,591,226
60082-1,Dune Buggy Trailer,2015,64,222
31032-1,Red Creatures,2015,672,221
10692-1,Creative Bricks,2015,621,220
21119-1,The Dungeon,2015,577,219
76030-1,Avengers Hydra Showdown,2015,487,219
70745-1,Anacondrai Crusher,2015,435,218
31031-1,Rainforest Animals,2015,672,215
70756-1,Dojo Showdown,2015,435,214
70733-1,Blaster Bike,2015,435,211
60081-1,Pickup Tow Truck,2015,63,209
40141-1,Bricktober Hotel,2015,157,203
41085-1,Vet Clinic,2015,494,200
45103-1,StoryStarter Expansion Pack: Community,2015,507,200
41099-1,Heartlake Skate Park,2015,494,199
70818-1,Double-Decker Couch,2015,578,197
60083-1,Snowplow Truck,2015,63,196
SDCC2015-1,Throne of Ultron,2015,487,196
41091-1,Mia's Roadster,2015,494,195
75099-1,Rey's Speeder,2015,158,194
76039-1,Ant-Man Final Battle,2015,493,194
10622-1,Large Creative Box,2015,504,193
70755-1,Jungle Raider,2015,435,188
75112-1,General Grievous,2015,158,186
45101-1,StoryStarter Expansion Pack: Fairy Tale,2015,507,185
70171-1,Ultrasonic Showdown,2015,303,184
70411-1,Treasure Island,2015,154,181
40142-1,Bricktober Train Station,2015,157,180
45102-1,StoryStarter Expansion Pack: Space,2015,507,180
41076-1,Farran and the Crystal Hollow,2015,600,178
60084-1,Racing Bike Transporter,2015,63,178
76040-1,Brainiac Attack,2015,486,178
celeb2015-1,Tatooine Mini-build - Star Wars Celebration Exclusive,2015,158,178
SDCC2015-2,Dagobah Mini-Build,2015,158,177
40154-1,Pencil Holder,2015,301,176
76025-1,Green Lantern vs. Sinestro,2015,486,174
75915-1,Pteranodon Capture,2015,602,173
70221-1,Flinx's Ultimate Phoenix,2015,571,172
40156-1,Organiser,2015,494,171
70795-1,Mask Maker vs. Skull Grinder,2015,324,171
75909-1,McLaren P1,2015,601,171
41103-1,Pop Star Recording Studio,2015,494,170
40125-1,Santa's Visit,2015,227,167
45008-1,Math Train,2015,516,167
75899-1,LaFerrari,2015,601,167
40144-1,Bricktober Toys R Us Store,2015,157,164
70410-1,Soldiers Outpost,2015,154,164
75085-1,Hailfire Droid,2015,167,163
70220-1,Strainor's Saber Cycle,2015,571,160
75111-1,Darth Vader,2015,158,160
40123-1,Thanksgiving Feast,2015,231,158
40121-1,Painting Easter Eggs,2015,229,157
75908-1,458 Italia GT2,2015,601,156
42031-1,Cherry Picker,2015,15,155
60078-1,Utility Shuttle,2015,93,154
75910-1,Porsche 918 Spyder,2015,601,154
70754-1,Jay's Electromech,2015,435,153
40155-1,Piggy Coin Bank,2015,301,148
42034-1,Quad Bike,2015,11,148
70790-1,Lord of Skull Spiders,2015,361,145
SDCC2015-3,Action Comics #1 Superman,2015,489,145
41061-1,Jasmine's Exotic Palace,2015,579,142
75078-1,Imperial Troop Transport,2015,182,141
10687-1,Spider-Man Hideout,2015,591,137
10684-1,Supermarket Suitcase,2015,591,134
40122-1,Trick or Treat,2015,230,133
10683-1,Road Work Truck,2015,591,132
31029-1,Cargo Heli,2015,672,132
75901-1,Mystery Plane Adventures,2015,603,128
42033-1,Record Breaker,2015,12,124
40153-1,Birthday Cake,2015,301,120
70817-1,Batman & Super Angry Kitty Attack,2015,578,115
40120-1,Valentine's Day Dinner,2015,232,114
10685-1,Fire Suitcase,2015,591,113
75900-1,Mummy Museum Mystery,2015,603,110
70166-1,Spyclops Infiltration,2015,303,108
40124-1,Winter Fun,2015,227,107
60077-1,Space Starter Set,2015,93,107
70789-1,Onua - Master of Earth,2015,362,107
70794-1,Skull Scorpio,2015,324,107
31030-1,Red Go-Kart,2015,672,106
75088-1,Senate Commando Troopers,2015,183,106
10584-1,Forest: Park,2015,504,105
75076-1,Republic Gunship,2015,159,105
75089-1,Geonosis Troopers,2015,183,105
10593-1,Fire Station,2015,644,104
45012-1,Wild Animals Set,2015,516,104
71205-1,Jurassic World Team Pack,2015,604,103
11910-1,Micro-Scale Space Cruiser,2015,126,102
70791-1,Skull Warrior,2015,324,102
75077-1,Homing Spider Droid,2015,159,102
10680-1,Garbage Truck,2015,591,99
40148-1,Year Of The Sheep,2015,206,99
41071-1,Aira's Creative Workshop,2015,600,98
41098-1,Emma's Tourist Kiosk,2015,494,98
71207-1,Ninjago Team Pack,2015,604,98
75074-1,Snowspeeder,2015,159,97
76036-1,Carnage's Shield Sky Attack,2015,493,97
70788-1,Kopaka - Master of Ice,2015,362,96
71202-1,The Simpsons Level Pack,2015,604,96
41060-1,Sleeping Beauty's Royal Bedroom,2015,579,95
75072-1,ARC-170 Starfighter,2015,159,95
75079-1,Shadow Troopers,2015,183,95
70753-1,Lava Falls,2015,435,94
71201-1,Back to the Future Level Pack,2015,604,94
60088-1,Fire Starter Set,2015,58,92
76029-1,Iron Man vs. Ultron,2015,487,92
60091-1,Deep Sea Starter Set,2015,86,90
41086-1,Vet Ambulance,2015,494,89
70787-1,Tahu - Master of Fire,2015,362,89
75075-1,AT-AT,2015,159,88
10595-1,Sofia the First Royal Castle,2015,639,87
41092-1,Stephanie's Pizzeria,2015,494,87
70786-1,Gali - Master of Water,2015,362,87
60072-1,Demolition Starter Set,2015,56,85
70784-1,Lewa - Master of Jungle,2015,362,85
71203-1,Portal 2 Level Pack,2015,604,85
75107-1,Jango Fett,2015,158,85
70409-1,Shipwreck Defense,2015,154,84
71206-1,Scooby-Doo Team Pack,2015,604,84
75109-1,Obi-Wan Kenobi,2015,158,83
75110-1,Luke Skywalker,2015,158,83
41090-1,Olivia's Garden Pool,2015,494,82
71204-1,Doctor Who Level Pack,2015,604,82
75108-1,Clone Commander Cody,2015,158,82
60066-1,Swamp Police Starter Set,2015,61,78
70229-1,Lion Tribe Pack,2015,571,78
11908-1,Build Your Own Adventure with Liza Mini-Doll and Touring Car,2015,494,77
75073-1,Vulture Droid,2015,159,77
40140-1,Flower Cart,2015,23,75
70230-1,Ice Bear Tribe Pack,2015,571,75
10677-1,Beach Excursion,2015,591,74
11909-1,Lego Ninjago: Build Your Own Adventure,2015,435,74
41547-1,Wuzzo,2015,586,74
70232-1,Sabre Tooth Tiger Pack,2015,571,74
30285-1,Tiger,2015,31,73
70779-1,Protector of Stone,2015,360,73
70231-1,Crocodile Tribe Pack,2015,571,72
70793-1,Skull Basher,2015,324,72
70780-1,Protector of Water,2015,360,71
70792-1,Skull Slicer,2015,324,71
10618-1,Creative Building Box,2015,504,70
70778-1,Protector of Jungle,2015,360,70
41553-1,Vaka-Waka,2015,586,69
70783-1,Protector of Fire,2015,360,69
41545-1,Kramm,2015,586,68
41552-1,Berp,2015,586,68
70782-1,Protector of Ice,2015,360,68
31027-1,Blue Racer,2015,672,67
41527-1,Rokit,2015,584,66
41530-1,Meltus,2015,584,66
41549-1,Gurggle,2015,586,66
70781-1,Protector of Earth,2015,360,66
70785-1,Pohatu - Master of Stone,2015,362,66
30274-1,AT-DP,2015,159,65
30286-1,Christmas Tree,2015,227,65
40130-1,Monthly Mini Model Build May 2015 - Koala,2015,409,65
40146-1,Lufthansa Plane,2015,598,65
41088-1,Puppy Training,2015,494,65
41540-1,Chilbo,2015,585,65
41546-1,Forx,2015,586,65
30278-1,Poe's X-wing Fighter,2015,159,64
10596-1,Disney Princess Collection,2015,640,63
41528-1,Niksput,2015,584,62
41536-1,Gox,2015,585,62
71213-1,Bad Cop Fun Pack,2015,604,62
851358-1,Holiday Bauble White Bricks,2015,206,62
TRUJWGATE-1,Jurassic World Gate,2015,602,62
41531-1,Flamzer,2015,584,60
41539-1,Krog,2015,585,60
41544-1,Tungster,2015,585,60
71008-18,LEGO Minifigures Series 13 - Sealed Box,2015,551,60
71009-18,The Simpsons Series 2 - Sealed Box,2015,553,60
851362-1,Friends Party Set,2015,494,60
41532-1,Burnard,2015,584,59
41534-1,Vampos,2015,584,59
41537-1,Jinky,2015,585,59
60065-1,ATV Patrol,2015,61,59
71216-1,Nya Fun Pack,2015,604,59
71232-1,Eris Fun Pack,2015,604,59
WHITEHOUSE-1,Micro White House,2015,598,59
30272-1,A-Wing Starfighter,2015,159,58
41538-1,Kamzo,2015,585,58
70752-1,Jungle Trap,2015,435,58
71231-1,Unikitty Fun Pack,2015,604,58
10679-1,Pirate Treasure Hunt,2015,591,57
71222-1,Laval Fun Pack,2015,604,57
30304-1,The Avengers Quinjet,2015,487,56
41543-1,Turg,2015,585,56
71220-1,Gimli Fun Pack,2015,604,56
40126-1,Monthly Mini Model Build January 2015 - Alien and Space Dog,2015,409,55
40131-1,Monthly Mini Model Build June 2015 - Parrot,2015,409,55
71212-1,Emmet Fun Pack,2015,604,55
30292-1,Jay Nano Mech,2015,435,54
41541-1,Snoof,2015,585,54
31028-1,Sea Plane,2015,672,53
41550-1,Slusho,2015,586,53
41529-1,Nurp-Naut,2015,584,52
41535-1,Boogly,2015,584,52
41548-1,Dribbal,2015,586,52
10587-1,Café,2015,632,51
30284-1,Tractor,2015,23,51
30311-1,Swamp Police Helicopter,2015,61,51
41542-1,Spugg,2015,585,51
41551-1,Snax,2015,586,51
40128-1,Monthly Mini Model Build March 2015 - Robot,2015,409,50
71210-1,Cyborg Fun Pack,2015,604,50
40133-1,Monthly Mini Model Build August 2015 - Kangaroo,2015,409,49
45009-1,Animal Bingo,2015,516,49
30313-1,Garbage Truck,2015,63,48
70741-1,Airjitzu Cole Flyer,2015,436,48
71215-1,Jay Fun Pack,2015,604,48
10599-1,Batman Adventure,2015,653,47
30275-1,TIE Advanced Prototype,2015,159,47
30303-1,The Joker Bumper Car,2015,484,47
41087-1,Bunny and Babies,2015,494,47
70739-1,Airjitzu Kai Flyer,2015,436,47
70743-1,Airjitzu Morro Flyer,2015,436,47
70740-1,Airjitzu Jay Flyer,2015,436,46
71214-1,Benny Fun Pack,2015,604,46
71217-1,Zane Fun Pack,2015,604,46
30294-1,The Cowler Dragon,2015,435,45
30314-1,Go-Kart Racer,2015,63,45
40134-1,Monthly Mini Model Build September 2015 - Scuba Diver,2015,409,45
41533-1,Globert,2015,584,45
71223-1,Cragger Fun Pack,2015,604,45
30204-1,Wish Fountain,2015,494,44
70744-1,Airjitzu Wrayth Flyer,2015,436,44
30283-1,Off-Road,2015,30,43
30291-1,Anacondrai Battle Mech,2015,435,43
30293-1,Kai Drifter,2015,435,43
41089-1,Little Foal,2015,494,43
70742-1,Airjitzu Zane Flyer,2015,436,43
60090-1,Deep Sea Scuba Scooter,2015,86,42
30276-1,First Order Special Forces TIE Fighter Set,2015,158,41
71209-1,Wonder Woman Fun Pack,2015,604,41
30312-1,Demolition Driller,2015,56,40
53850002-1,Car,2015,410,40
9780545703307-1,Chain Reactions,2015,497,40
10582-1,Forest: Animals,2015,504,39
10606-1,Backyard Clinic,2015,648,39
30256-1,Ice Bear Mech,2015,571,39
30315-1,Space Utility Vehicle,2015,93,39
40127-1,Monthly Mini Model Build February 2015 - Space Shuttle,2015,409,39
40129-1,Monthly Mini Model Build April 2015 – UFO,2015,409,39
71218-1,Gollum Fun Pack,2015,604,39
10594-1,Sofia the First Royal Stable,2015,639,38
10602-1,Camping,2015,632,38
30305-1,Spider-Man Super Jumper,2015,488,38
391504-1,Fire vs Ice Weaponry,2015,571,38
71221-1,Wicked Witch Fun Pack,2015,604,38
71227-1,Krusty Fun Pack,2015,604,38
30202-1,Smoothie Stand,2015,494,37
851342-1,Ninja Army Building Set,2015,435,37
53850003-1,Giraffes,2015,410,36
71219-1,Legolas Fun Pack,2015,604,36
53850005-1,Panda,2015,410,35
71211-1,Bart Fun Pack,2015,604,34
30205-1,Pop Star,2015,494,33
9781405279031-1,Ninjago: Spot The Samurai - Droid,2015,497,32
SAMURAI-DROID-1,Samurai droid,2015,435,32
40132-1,Whale July 2015,2015,409,31
40136-1,Monthly Mini Model Build November 2015 - Shark,2015,409,31
5003083-1,Christmas Tree Ornament,2015,598,31
10583-1,Forest: Fishing Trip,2015,504,30
5003246-1,EV3 Track Rubber Elements,2015,507,30
53850001-1,Crocodile,2015,410,30
10590-1,Airport,2015,636,29
10600-1,Classic Race,2015,506,29
30320-1,Gallimimus Trap,2015,602,29
40135-1,Monthly Mini Model Build October 2015 - Angler Fish,2015,409,29
53850006-1,Jeep,2015,410,29
TRUNINJAGO-4,Micro Morro Dragon,2015,435,29
10608-1,Spider-Man Spider Truck Adventure,2015,630,28
40137-1,Monthly Mini Model Build December 2015 - Submarine,2015,409,28
5002929-1,Friends Interior Design Kit,2015,494,28
5003082-1,Pirates Adventure,2015,154,28
9780241196854-1,Friends: Jungle Adventures,2015,497,28
JUNGLE-ADV-1,Jungle Adventures,2015,494,28
TRUNINJAGO-2,Micro Electromech Robot,2015,435,28
30259-1,Azari’s Magic Fire,2015,600,27
391502-1,Ice Crossbow,2015,571,27
TRUXWING-2,Poe's X-Wing Fighter,2015,158,27
10592-1,Fire Truck,2015,644,26
10617-1,My First Farm,2015,643,26
30203-1,Mini Golf,2015,494,26
5002931-1,Disco Dance Floor,2015,494,26
10604-1,Treasure Island,2015,638,25
10616-1,My First Playhouse,2015,504,25
391506-1,Fire Catapult,2015,571,25
5002919-1,Scenery and Dagger Trap,2015,435,25
891504-1,Weapon Rack,2015,435,25
10597-1,Mickey & Minnie Birthday Parade,2015,641,24
53850004-1,Biplane,2015,410,24
561512-1,Winter Fun,2015,494,24
891508-1,Anacondrai Hideout,2015,435,24
5002939-1,The Phantom,2015,182,23
561504-1,Party And Cake,2015,494,23
561506-1,Sweet Garden And Kitchen,2015,494,23
SWCOMIC1-1,X-Wing,2015,159,23
561502-1,Dressing Table,2015,494,22
853440-1,Friends Jewelery Set,2015,501,22
45010-1,Community People Set,2015,516,21
561505-1,Picnic Set,2015,494,21
561509-1,Guitar And Stage,2015,494,21
911510-1,Star Destroyer & TIE Fighter,2015,159,21
561507-1,Garden And Wheelbarrow,2015,494,20
561511-1,Hedgehog In The Woods,2015,494,20
911508-1,Jango Fett's Slave I,2015,159,20
911509-1,Imperial Shooter,2015,182,20
9780545872539-1,Elves: A Magical Adventure,2015,497,20
10591-1,Fire Boat,2015,644,19
10601-1,Delivery Vehicle,2015,632,19
561508-1,Turtle’s island,2015,494,19
561510-1,Trick Or Treat,2015,494,19
911506-1,Snowspeeder,2015,163,19
561503-1,Bunny And Garden,2015,494,18
MOMENTS-1,This moments,2015,494,18
TRUKAYAK-1,Kayak,2015,52,18
TRUNINJAGO-1,Micro Shinto Shrine,2015,435,18
TRUNINJAGO-3,Micro Kai's Fighter Jet,2015,435,18
10603-1,My First Bus,2015,632,17
471518-1,Happy The Cute Dolphin,2015,494,17
9780241198056-1,Friends: Fairground Fun,2015,497,17
10605-1,Rosie the Ambulance,2015,648,16
45011-1,Duplo World People,2015,516,16
71008-17,LEGO Minifigures Series 13 - Complete,2015,551,16
71009-17,The Simpsons Series 2 - Complete,2015,553,16
911511-1,Jedi Weapon Stand,2015,158,16
2000211-1,MoreToMath 1-2 Snake,2015,507,15
241501-1,Enki the Panther,2015,600,14
5003084-1,The Hulk,2015,487,14
10581-1,Forest: Ducks,2015,504,13
10585-1,Mom and Baby,2015,504,13
10589-1,Rally Car,2015,504,13
10607-1,Spider-Man Web-Bike Workshop,2015,630,13
851344-1,Tumbler,2015,501,13
10615-1,My First Tractor,2015,643,12
10693-1-s1,Rocket,2015,621,12
241502-1,Flamy the Fox,2015,600,12
5004077-1,2015 Target Minifigure Gift Set,2015,535,12
9780241198070-1,City: Police Mission,2015,497,12
10586-1,Ice Cream Truck,2015,504,11
12798014-1,LEGO City Space Adventures!,2015,497,11
14128079-1,LEGO Legends of Chima - The Battle for Chima,2015,497,11
14748012-1,LEGO City Demolition Mission,2015,497,11
19198074-1,LEGO NINJAGO The Tournament of Elements,2015,497,11
5002928-1,Party Polybag,2015,494,11
891503-1,Cole,2015,435,11
2000442-1,Workshop Kit Spinning Top,2015,516,10
2000444-1,Workshop Kit Back-to-Back,2015,516,10
391503-1,Lundor,2015,571,10
5002942-1,Bionicle Villain Pack,2015,324,10
561501-1,Penguin Ice Slide,2015,494,10
71008-10,Evil Wizard,2015,551,10
71009-2,Marge,2015,553,10
391508-1,Bulkar,2015,571,9
5004549-1,Mixel Collection 4,2015,584,9
71008-1,Classic King,2015,551,9
891501-1,Kai,2015,435,9
891505-1,Jay,2015,435,9
891507-1,Zane,2015,435,9
391501-1,Gorzan,2015,571,8
391505-1,Iceklaw,2015,571,8
391507-1,Stealthor,2015,571,8
71008-12,Samurai,2015,551,8
71008-13,Disco Diva,2015,551,8
71008-16,Galaxy Trooper,2015,551,8
71008-2,Sheriff,2015,551,8
71010-4,Wacky Witch,2015,552,8
891506-1,Ming,2015,435,8
5000196304-1,The Hobbit - The Battle of the Five Armies (Blu-ray with Minifigures),2015,565,7
71008-3,Unicorn Girl,2015,551,7
71008-4,Snake Charmer,2015,551,7
71008-5,Goblin,2015,551,7
71008-6,Paleontologist,2015,551,7
71008-8,Egyptian Warrior,2015,551,7
71008-9,Carpenter,2015,551,7
71009-14,Edna Krabappel,2015,553,7
71010-13,Zombie Businessman,2015,552,7
71010-16,Spider Lady,2015,552,7
71010-2,Zombie Pirate,2015,552,7
71010-5,Plant Monster,2015,552,7
71010-7, Spectre,2015,552,7
71010-8,Zombie Cheerleader,2015,552,7
71010-9,Tiger Woman,2015,552,7
891502-1,Krait,2015,435,7
